004,3010,UNIVERSAL 900 MM 4 TRAMOS zzzz                               ,ANTENA              ,FELKO                                   , 10.50,          43.35
005,LV300E13    ,UNIVERSAL 12V CENTRIFUGA C/SO- PORTE (ECONOMICA)             ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          27.60
005,LV300E14    ,UNIVERSAL 24V CENTRIFUGA C/SO- PORTE (ECONOMICA)             ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          30.47
005,LV300E2     ,UNIVERSAL 12V CENTRIFUGA C/SO- PORTE                         ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          38.82
005,LV300E3     ,UNIVERSAL 24V                                                ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          53.78
005,LV300E4     ,UNIVERSAL CENTRIFUGA C/SOP.24V                               ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          40.29
005,LV300E5     ,UNIVERSAL TIPO DUNA 24V CENTRI -FUGA                         ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          37.51
005,LV300E6     ,GRANDE CENTRIF.12V TOMA VERTI- CAL                           ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          52.80
005,LV300E7     ,GRANDE CENTRIF.12V TOMA HORIZ- ONTAL                         ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          52.80
005,LV300E8     ,GRANDE CENTRIF.24V TOMA VERTI- CAL                           ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          52.80
005,LV300E9     ,GRANDE CENTRIF.24V TOMA HORIZ- ONTAL                         ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          52.80
005,LV300F1     ,FORD FALCON /DE PIE                                          ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,          27.56
005,LV300F2     ,FORD FALCON 78 /COMBINADA                                    ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,          32.45
005,LV300FI1    ,FIAT 147 /TABLERO                                            ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,          17.00
005,LV300FID    ,FIAT UNO-DUNA                                                ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,          33.90
005,LV300FIT    ,FIAT 128 /TABLERO                                            ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,          10.13
005,LV300L      ,LADA                                                         ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          59.77
005,LV300MA     ,RENAULT 12-6-4S /DE PIE                                      ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,          14.07
005,LV300MB     ,MERCEDES BENZ                                                ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          33.90
005,LV300PEA    ,PEUGEOT 504 ADAPTACION                                       ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          59.77
005,LV300R      ,IKA RENAULT ESTANCIERA-RAMBLER /DE PIE                       ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,          12.07
005,LV300R11    ,RENAULT 11-9-21                                              ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          33.82
005,LV300R12    ,RENAULT 12                                                   ,BOMBA LAVAP.ELECTRI.,AUTO KLINER                             , 21.00,          54.79
005,LV300UT     ,CITROEN-RENAULT 4L-FIAT 600 /  TABLERO                       ,BOMBA LAVAPARABRISA ,AUTO KLINER                             , 21.00,           9.85
005,LV400C1     ,CITROEN AMI 8                                                ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400CH2    ,DODGE PICK UP                                                ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400CHS    ,DODGE 1500                                                   ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           4.49
005,LV400F1     ,FORD FALCON                                                  ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400F2     ,FORD FAIRLANE                                                ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           8.07
005,LV400F3     ,FORD FALCON-PICK UP-TAUNUS 82                                ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400FI     ,FIAT                                                         ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400FI1    ,FIAT 147-REGATTA                                             ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           3.44
005,LV400FI2    ,FIAT 147 /LAVA LUNETA                                        ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           3.44
005,LV400FI3    ,FIAT UNO /LAVA LUNETA                                        ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           3.44
005,LV400FIU    ,FIAT UNO-DUNA /ROCIADOR                                      ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400FS     ,FORD SIERRA                                                  ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400FT     ,FORD TAUNUS                                                  ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400GM2    ,CHEVROLET 400                                                ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           7.93
005,LV400GM3    ,CHEVROLET CHEVY                                              ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400MA     ,RENAULT 6-12 /PEUGEOT 404 /UNI VERSAL 1SAL.                  ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400MC1    ,Y CLIPS P/BRAZO MICRO 8X2                                    ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.91
005,LV400MC2    ,Y CLIPS P/BRAZO MICRO 12X2.5                                 ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.91
005,LV400MC3    ,Y CLIPS P/BRAZO MICRO 13X8.5                                 ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.91
005,LV400P2     ,PEUGEOT 504 H/87                                             ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           3.44
005,LV400P3     ,PEUGEOT 505 /RENAULT 12-18-TRA -FIC                          ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           4.49
005,LV400P4     ,PEUGEOT 504 88/ADEL.                                         ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           3.44
005,LV400R11D   ,RENAULT 11 DERECHA (B/BLANCA)                                ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400R11I   ,RENAULT 11 IZQUIERDA (B/NEGRA)                               ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400R19    ,RENAULT 19                                                   ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400R19L   ,RENAULT 19 /LAVA LUNETA                                      ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400R21    ,RENAULT 21                                                   ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400R4     ,RENAULT 4L-4S-4G                                             ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,          10.90
005,LV400RC     ,RENAULT CLIO-EXPRESS                                         ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400RT     ,RENAULT TRAFIC                                               ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV400T1     ,RENAULT TORINO 79                                            ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400U      ,UNIVERSAL 2 SALIDAS                                          ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           9.49
005,LV400UF     ,UNIVERSAL TIPO FIAT                                          ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           7.16
005,LV400UP     ,UNIVERSAL 1 SALIDA PLASTICO                                  ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           3.24
005,LV400W1     ,VW GOL-SAVEIRO 86-PASSAT                                     ,PICO LAVAPARABRISA  ,AUTO KLINER                             , 21.00,           6.53
005,LV010       ,2,8 X 4,5,CAxO PLASTICO LAVAP.,0
005,LV020       ,4 X 6                                                        ,CAxO PLASTICO LAVAP.,AUTO KLINER                             , 21.00,           1.37
005,LV040       ,6 X 9                                                        ,CAxO PLASTICO LAVAP.,AUTO KLINER                             , 21.00,           2.24
005,LV1011      ,ALUMINIO P/VALVULA                                           ,TAPA DEPOSITO LAVAP.,AUTO KLINER                             , 21.00,           1.78
005,LV1012      ,PLASTICA BOLSA SOPLADA                                       ,TAPA DEPOSITO LAVAP.,AUTO KLINER                             , 21.00,           1.07
